sequence,frame,label,mask_voxels,center_x,center_y,center_z,eig1,eig2,eig3,eigfrac1,eigfrac2,eigfrac3,axis_ratio21,axis_ratio31,bbox_major,bbox_mid,bbox_minor,bbox_ratio_minor_major,proxy_volume_phys,surface_area_phys,projected_area_px,perimeter_px,roundness,intensity_mean,intensity_var,intensity_q25,intensity_median,intensity_q75,gradient_mean_inplane,gradient_q75_inplane,boundary_mean_intensity,outside_neighbor_mean_intensity,boundary_contrast_norm,intensity_polarity_norm,intensity_axis_asym_abs,sphericity
01,24,1,9,301.0,1383.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,750.1111111111111,283.87654320987656,735.0,747.0,758.0,18.286626445085673,20.303940504246953,749.5,746.5,0.003999407495185893,0.014498029523147708,0.010522174869044637,
01,24,2,9,344.0,1330.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,759.3333333333334,331.3333333333333,743.0,765.0,772.0,21.01678408183191,33.52610922848042,757.75,741.25,0.02172958735733096,0.015752955984136983,0.007526965846891316,
01,24,3,9,328.0,1395.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,738.3333333333334,119.77777777777777,733.0,736.0,745.0,12.74189168652924,19.313207915827967,736.625,731.6666666666666,0.006715575620767536,0.005996475663204428,0.005713632959173794,
01,24,4,9,350.0,1477.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,685.6666666666666,127.33333333333333,679.0,683.0,693.0,20.267270677904026,24.38237068047322,684.75,663.0833333333334,0.031599416626154495,0.009544011496855603,0.012900407817306083,
01,24,5,9,318.0,1490.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,765.5555555555555,235.35802469135803,750.0,767.0,773.0,20.98048543426822,23.69071548096427,765.25,762.75,0.0032656023222060915,0.013840516054238352,0.004621678760047719,
01,24,6,9,347.0,1447.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,818.8888888888889,234.54320987654324,805.0,821.0,827.0,22.424946277570836,35.11765937530575,817.875,792.6666666666666,0.030783582089552244,0.012671683852074322,0.007478089445403855,
01,24,7,9,364.0,1501.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,868.7777777777778,172.39506172839506,859.0,860.0,879.0,16.582315279609702,19.03943276465977,868.125,855.1666666666666,0.014915590228929555,0.009479452027307898,0.009711495335159822,
01,24,8,9,478.0,1188.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,797.6666666666666,314.0,787.0,788.0,802.0,21.093956967081777,27.586228448267445,798.875,801.25,-0.002977434183033845,0.013392453352184735,0.016548300950737983,
01,24,9,9,480.0,1159.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,845.4444444444445,61.802469135802475,844.0,849.0,851.0,19.44276796073939,23.021728866442675,847.0,864.0,-0.02010776711788669,0.004041667581744446,0.005633601064382834,
01,24,10,9,426.0,1187.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,891.5555555555555,445.8024691358025,873.0,891.0,908.0,15.48559182941248,19.60229578391266,892.25,893.1666666666666,-0.0010281655034894877,0.01492589676849364,0.020605752447448392,
