sequence,frame,label,mask_voxels,center_x,center_y,center_z,eig1,eig2,eig3,eigfrac1,eigfrac2,eigfrac3,axis_ratio21,axis_ratio31,bbox_major,bbox_mid,bbox_minor,bbox_ratio_minor_major,proxy_volume_phys,surface_area_phys,projected_area_px,perimeter_px,roundness,intensity_mean,intensity_var,intensity_q25,intensity_median,intensity_q75,gradient_mean_inplane,gradient_q75_inplane,boundary_mean_intensity,outside_neighbor_mean_intensity,boundary_contrast_norm,intensity_polarity_norm,intensity_axis_asym_abs,sphericity
01,23,1,9,301.0,1385.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,793.5555555555555,443.58024691358025,780.0,791.0,802.0,18.248852515003982,20.573040611440984,793.875,789.5833333333334,0.005408148977877291,0.01823917035862008,0.013547303954139564,
01,23,2,9,346.0,1331.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,714.5555555555555,1725.8024691358023,670.0,726.0,748.0,41.482080484724385,53.25645500782041,713.125,689.25,0.03341237754626025,0.039864239549587496,0.0007617756937239888,
01,23,3,9,329.0,1395.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,762.7777777777778,93.95061728395062,760.0,761.0,766.0,12.924775642378352,15.572411502397436,762.625,750.8333333333334,0.015458849235251202,0.007830501816217144,0.0005352126167447196,
01,23,4,9,350.0,1477.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,641.8888888888889,64.76543209876542,638.0,641.0,645.0,9.221239546963776,11.01135777277262,642.0,637.9166666666666,0.0063614332698633,0.007568558670780485,0.0014840252897958387,
01,23,5,9,318.0,1490.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,837.2222222222222,538.3950617283949,818.0,846.0,852.0,31.295170126882,39.81519810323691,835.375,804.8333333333334,0.036479761114797525,0.017784666553223524,0.006176550114387265,
01,23,6,9,347.0,1447.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,811.8888888888889,207.43209876543213,799.0,812.0,823.0,23.107257063966053,26.196373794859472,810.25,788.5,0.02678938004653069,0.010787921578175992,0.015252741658196657,
01,23,7,9,364.0,1500.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,867.6666666666666,71.55555555555556,862.0,871.0,873.0,13.874252754739494,16.80773631397161,867.125,859.5833333333334,0.008691893968497833,0.00595156872260231,0.007528205125774157,
01,23,8,9,479.0,1190.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,804.7777777777778,724.8395061728395,790.0,806.0,835.0,30.16577312905362,32.63816784073518,804.625,805.5833333333334,-0.0011908049150904777,0.023098766169018202,0.031958688484474106,
01,23,9,9,481.0,1160.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,849.3333333333334,467.1111111111111,837.0,845.0,861.0,29.150502661203664,36.10055401236939,848.875,826.5833333333334,0.026246075353218132,0.01552510766600108,0.0004806691019137995,
01,23,10,9,427.0,1189.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,848.2222222222222,203.06172839506172,836.0,842.0,852.0,15.880485081507853,20.71834935510066,847.875,845.6666666666666,0.002603484411841802,0.009879984622549472,0.013957663585327153,
