sequence,frame,label,mask_voxels,center_x,center_y,center_z,eig1,eig2,eig3,eigfrac1,eigfrac2,eigfrac3,axis_ratio21,axis_ratio31,bbox_major,bbox_mid,bbox_minor,bbox_ratio_minor_major,proxy_volume_phys,surface_area_phys,projected_area_px,perimeter_px,roundness,intensity_mean,intensity_var,intensity_q25,intensity_median,intensity_q75,gradient_mean_inplane,gradient_q75_inplane,boundary_mean_intensity,outside_neighbor_mean_intensity,boundary_contrast_norm,intensity_polarity_norm,intensity_axis_asym_abs,sphericity
01,25,1,9,302.0,1382.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,750.5555555555555,77.58024691358025,747.0,749.0,755.0,11.203279606414974,17.867568385205637,750.0,752.9166666666666,-0.003886010362694245,0.005446830760678368,0.006889756493254139,
01,25,2,9,345.0,1329.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,639.8888888888889,856.0987654320988,620.0,644.0,663.0,34.25356248548697,38.69431482789171,639.375,636.75,0.004102274700468825,0.03203187055401315,0.021691956395431942,
01,25,3,9,327.0,1395.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,732.6666666666666,123.77777777777777,725.0,729.0,741.0,13.72280834374826,18.66815470259447,734.25,735.6666666666666,-0.0019335759781619112,0.008528712787847288,0.0020430988149400696,
01,25,4,9,350.0,1477.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,649.0,75.33333333333333,640.0,653.0,657.0,14.16082254688141,17.00735135169495,648.375,630.9166666666666,0.02690035952747819,0.00831615900783568,0.0023064875166755607,
01,25,5,9,318.0,1490.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,697.2222222222222,129.06172839506175,692.0,701.0,706.0,15.72218375425153,25.622255950637914,696.125,681.5833333333334,0.0208565737051792,0.009332919120524016,0.008197495553419983,
01,25,6,9,346.0,1447.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,794.0,125.11111111111111,782.0,798.0,803.0,12.114248293822747,17.804493814764857,792.125,785.0,0.008973551637279585,0.007816535149045956,0.0013711109670384591,
01,25,7,9,363.0,1503.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,847.8888888888889,55.20987654320988,841.0,848.0,853.0,8.286948928410121,9.82344135219425,848.125,843.25,0.005749574105621799,0.005957839298508367,0.008024799314633374,
01,25,8,9,477.0,1187.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,810.5555555555555,139.58024691358025,803.0,806.0,819.0,15.5044582393019,18.973665961010276,811.625,819.8333333333334,-0.010126799177518882,0.008511123551139038,0.01108062529302792,
01,25,9,9,479.0,1158.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,872.5555555555555,256.2469135802469,857.0,876.0,884.0,20.508408537452954,26.004807247891687,871.25,859.5,0.013466191264484895,0.011410604528940717,0.013256502491669587,
01,25,10,9,426.0,1187.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,873.2222222222222,183.95061728395063,861.0,879.0,882.0,23.272137656450727,28.5,871.75,842.5,0.03349662806972894,0.00970282581286075,0.013713901092017635,
01,25,11,9,454.0,1206.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,907.3333333333334,531.111111111111,894.0,913.0,924.0,32.28153672112093,36.9120576505835,908.125,869.25,0.04284533431300509,0.005315340292434234,0.0035995440745525006,
01,25,12,9,356.0,1365.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,705.1111111111111,217.87654320987653,701.0,709.0,714.0,20.32684059630063,28.20017730440715,704.625,687.5833333333334,0.024168767727702403,0.006720265564566608,0.00829877552305782,
01,25,13,9,428.0,1278.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,657.1111111111111,408.0987654320988,638.0,659.0,676.0,18.485342894628463,23.264780248263683,657.25,656.75,0.0007609063239770026,0.021524171652392104,0.003520572000887348,
01,25,14,9,380.0,1354.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,913.0,2531.3333333333335,881.0,929.0,952.0,55.54684261486994,77.63053522937994,911.0,869.9166666666666,0.0449981745162468,0.03781249192813007,0.01952556628352066,
01,25,15,9,452.0,1260.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,895.8888888888889,1935.2098765432097,883.0,906.0,935.0,49.54776336420778,79.9155804583812,894.625,862.3333333333334,0.03604427632394882,0.03232514939201494,0.0419235501059323,
01,25,16,9,354.0,1291.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,614.0,41.55555555555556,611.0,614.0,620.0,11.420950467712904,16.194134740701646,613.0,609.8333333333334,0.00515743756786095,0.006055495071217264,0.0015514321570124828,
01,25,17,9,367.0,1256.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,662.7777777777778,175.50617283950618,657.0,668.0,673.0,16.587025927550354,21.319005605327842,661.5,645.0,0.024895222129086295,0.012374794425367734,0.0162204266286225,
01,25,18,9,397.0,1257.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,718.5555555555555,134.02469135802468,710.0,716.0,724.0,14.14031996453139,18.66815470259447,718.75,718.1666666666666,0.0008118138240297408,0.009688234225840578,0.008901037413981669,
01,25,19,9,374.0,1307.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,635.2222222222222,11.728395061728396,634.0,635.0,638.0,6.540416567659499,8.32165848854662,634.875,631.5833333333334,0.0051819135910441865,0.002575202355123818,0.001713828751236607,
01,25,20,9,353.0,1416.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,744.5555555555555,166.69135802469134,733.0,747.0,751.0,25.770709038325005,29.129023327259016,742.5,714.1666666666666,0.038054021787792866,0.006966887837789947,0.006396966198928665,
01,25,21,9,322.0,1347.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,710.5555555555555,203.1358024691358,699.0,711.0,719.0,16.635897903965642,22.38861317723811,711.375,716.8333333333334,-0.0076817826426896435,0.013018863243231671,0.017427956731340805,
01,25,22,9,316.0,1433.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,705.4444444444445,110.69135802469135,701.0,708.0,712.0,10.442362856208154,13.901438774457844,705.5,701.1666666666666,0.006142699637738271,0.010057845755808375,0.005015493251870425,
