sequence,frame,label,mask_voxels,center_x,center_y,center_z,eig1,eig2,eig3,eigfrac1,eigfrac2,eigfrac3,axis_ratio21,axis_ratio31,bbox_major,bbox_mid,bbox_minor,bbox_ratio_minor_major,proxy_volume_phys,surface_area_phys,projected_area_px,perimeter_px,roundness,intensity_mean,intensity_var,intensity_q25,intensity_median,intensity_q75,gradient_mean_inplane,gradient_q75_inplane,boundary_mean_intensity,outside_neighbor_mean_intensity,boundary_contrast_norm,intensity_polarity_norm,intensity_axis_asym_abs,sphericity
02,24,1,9,279.0,504.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,984.2222222222222,195.28395061728395,972.0,986.0,994.0,19.344090880017937,28.935272592460574,983.5,966.4166666666666,0.017357191239557482,0.009575736303838369,0.005945363453373604,
02,24,2,9,318.0,455.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,985.6666666666666,154.22222222222223,977.0,987.0,993.0,15.550991346616545,19.924858845171276,985.25,971.1666666666666,0.014288129861345982,0.008502288649391381,0.006765020707691198,
02,24,4,9,294.0,566.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,1056.5555555555557,1112.469135802469,1046.0,1061.0,1071.0,31.74511697778129,45.69737410398983,1056.0,1067.9166666666667,-0.011278788516142663,0.019772351659614405,0.0054095367124493655,
02,24,5,9,294.0,474.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,870.5555555555555,288.2469135802469,860.0,865.0,877.0,18.751125487952482,24.052026941611388,871.25,879.25,-0.009189534141671974,0.013067683685956209,0.015006446413987167,
02,24,6,9,357.0,600.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,1051.0,408.0,1040.0,1059.0,1061.0,19.56447132581612,22.847319317591726,1052.375,1047.25,0.004876308277830633,0.01249894649153488,0.012818452507351847,
02,24,7,9,338.0,594.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,1040.4444444444443,580.0246913580247,1030.0,1034.0,1055.0,32.92819997920898,34.66987164671943,1038.625,1021.25,0.01669959419051686,0.012726964017826123,0.0177878366626197,
02,24,8,9,347.0,738.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,1432.111111111111,762.9876543209876,1408.0,1430.0,1442.0,69.02750703858841,86.3264154242489,1424.375,1336.3333333333333,0.061476840716890385,0.0032930468507655943,0.0046561020015763776,
02,24,9,9,320.0,670.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,1102.6666666666667,1519.111111111111,1080.0,1108.0,1133.0,39.25429017367737,46.74665763453041,1101.625,1093.5833333333333,0.007292926239419651,0.024570077313034427,0.018758688074526273,
02,24,10,9,324.0,712.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,1301.111111111111,380.54320987654324,1282.0,1308.0,1313.0,27.711660990787475,33.28663395418648,1300.25,1288.0833333333333,0.009350982066609788,0.008777122551551055,0.0043927655506138434,
02,24,11,9,351.0,684.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,1011.3333333333334,84.66666666666667,1007.0,1013.0,1018.0,11.933357902364781,16.446884203398525,1011.875,1013.8333333333334,-0.00193638760711935,0.005778155918386,0.0024220399565429043,
02,24,13,9,375.0,394.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,977.0,178.0,968.0,974.0,992.0,21.086733796250446,24.627220712049503,977.125,973.8333333333334,0.0033691572842033013,0.009262804056310938,0.0019500088933805948,
02,24,14,9,376.0,464.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,957.7777777777778,136.17283950617286,952.0,958.0,967.0,15.481151839973016,24.758836806279895,956.625,941.0833333333334,0.01622679814385145,0.00768949908412465,0.010371969328469411,
02,24,15,9,387.0,522.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.0,1.0,0.0,3.0,3.0,0.0,0.9999999999996666,,,9.0,12.0,0.7853981633974483,1013.7777777777778,115.7283950617284,1007.0,1012.0,1017.0,18.21179072840475,28.692333470807146,1014.0,1012.6666666666666,0.001315212626041246,0.0059985928477103035,0.008456699572308981,
