sequence,frame,label,mask_voxels,center_x,center_y,center_z,eig1,eig2,eig3,eigfrac1,eigfrac2,eigfrac3,axis_ratio21,axis_ratio31,bbox_major,bbox_mid,bbox_minor,bbox_ratio_minor_major,proxy_volume_phys,surface_area_phys,projected_area_px,perimeter_px,sphericity,intensity_mean,intensity_var,intensity_q25,intensity_median,intensity_q75,gradient_mean_inplane,gradient_q75_inplane,boundary_mean_intensity,outside_neighbor_mean_intensity,boundary_contrast_norm,intensity_polarity_norm,intensity_axis_asym_abs,roundness
01,24,1,75,277.2980000000001,196.91000000000003,75.11000000000011,2.7472666666666514,0.3296719999999954,0.3296719999999909,0.8064516129032281,0.09677419354838657,0.09677419354838525,0.3464101615142363,0.346410161514234,6.09,2.0300000000000002,2.0300000000000002,0.33333333333327864,25.096281,57.69259999999997,,,0.7185167970941759,1143.9466666666667,30169.730488888887,1048.5,1164.0,1267.5,111.37841740837366,143.68958920297774,1113.3333333333333,1060.3166666666666,0.04634540071798214,0.08940238736469401,0.0978699570871498,
01,24,2,75,273.2379999999999,200.56400000000005,81.1999999999998,2.7472666666666665,0.3296720000000001,0.3296719999999909,0.8064516129032279,0.09677419354838737,0.0967741935483847,0.3464101615142378,0.34641016151423304,6.09,2.0300000000000002,2.0300000000000002,0.33333333333327864,25.096281,57.69259999999996,,,0.718516797094176,1139.84,44298.05440000001,978.5,1226.0,1299.0,95.21887033814538,129.0144771689013,1131.0,1136.9166666666667,-0.0051907870110425485,0.12893402806907212,0.14286397924290567,
01,24,7,75,308.9659999999999,203.81200000000007,117.74000000000007,2.7472666666666523,0.32967200000000974,0.3296720000000094,0.8064516129032205,0.09677419354838983,0.09677419354838973,0.3464101615142438,0.34641016151424364,6.09,2.0300000000000002,2.0300000000000002,0.33333333333327864,25.096281,57.69259999999996,,,0.718516797094176,920.36,8683.537066666666,854.0,917.0,984.0,51.50535477183615,70.27586023624723,917.2916666666666,904.2166666666667,0.014206397496631662,0.018614398327732155,0.01607514238598342,
01,24,10,75,300.84599999999995,186.35399999999993,77.13999999999996,2.7472666666666505,0.32967200000000957,0.329671999999991,0.8064516129032246,0.09677419354839034,0.09677419354838489,0.3464101615142438,0.34641016151423404,6.09,2.0300000000000002,2.0300000000000002,0.33333333333327864,25.096281,57.69259999999997,,,0.7185167970941759,1407.8,49599.92,1256.5,1372.0,1525.0,167.2686928423385,215.09870059337146,1375.8958333333333,1258.65,0.08328301842117708,0.03569450731690636,0.028291449934368267,
01,24,13,75,281.764,191.63199999999995,71.05000000000003,2.747266666666671,0.3296720000000094,0.32967200000000063,0.8064516129032238,0.09677419354838945,0.09677419354838689,0.3464101615142425,0.34641016151423787,6.09,2.0300000000000002,2.0300000000000002,0.33333333333327864,25.096281,57.69259999999996,,,0.718516797094176,1062.3866666666668,32205.81048888889,975.0,1073.0,1159.5,108.29064150040692,132.8100848528512,1083.9791666666667,1088.7,-0.004443611240100872,0.059011107205081514,0.056119473455336286,
01,24,18,75,292.32000000000005,198.5339999999999,85.26000000000006,2.747266666666671,0.3296720000000002,0.3296719999999817,0.8064516129032303,0.09677419354838754,0.09677419354838211,0.3464101615142376,0.3464101615142279,6.09,2.0300000000000002,2.0300000000000002,0.33333333333327864,25.096281,57.69259999999997,,,0.7185167970941759,1113.04,47028.78506666666,936.0,1110.0,1251.0,102.6432993369057,145.76839418094815,1121.0,1077.3,0.03926184144325452,0.0974773889575409,0.10366859844808153,
01,24,23,75,210.71400000000014,197.31600000000012,52.78,2.74726666666667,0.3296719999999957,0.32967199999999547,0.8064516129032281,0.09677419354838598,0.09677419354838593,0.3464101615142353,0.3464101615142352,6.09,2.0300000000000002,2.0300000000000002,0.33333333333327864,25.096281,57.69259999999996,,,0.718516797094176,1189.2133333333334,63851.58115555557,995.0,1168.0,1338.5,128.02812703689887,171.5495876395396,1176.8333333333333,1141.8166666666666,0.029445235505824542,0.14285095409113316,0.1572967283894436,
01,24,28,75,321.9580000000001,186.35399999999993,85.26000000000006,2.747266666666671,0.3296720000000098,0.3296720000000094,0.8064516129032215,0.09677419354838931,0.09677419354838919,0.34641016151424264,0.3464101615142425,6.09,2.0300000000000002,2.0300000000000002,0.33333333333327864,25.096281,57.69259999999997,,,0.7185167970941759,1103.7866666666666,26042.834488888893,992.5,1043.0,1215.5,94.88980906398518,128.01461743489315,1115.9166666666667,1116.9,-0.0008908726323927459,0.06270614645417126,0.062950442449885,
01,24,33,75,263.49400000000014,213.96199999999996,103.53000000000013,2.7472666666666745,0.3296720000000094,0.3296720000000001,0.8064516129032241,0.09677419354838937,0.09677419354838664,0.34641016151424225,0.3464101615142373,6.09,2.0300000000000002,2.0300000000000002,0.33333333333327864,25.096281,57.69259999999997,,,0.7185167970941759,927.0533333333333,17858.557155555554,846.0,915.0,1027.0,56.46391623111205,78.1070687377386,920.5625,902.2,0.01980738253103015,0.02519534146427339,0.013105469434620279,
01,24,36,75,219.64600000000007,204.62400000000005,66.99000000000002,2.74726666666667,0.3296720000000094,0.3296719999999954,0.8064516129032249,0.09677419354838962,0.09677419354838551,0.34641016151424253,0.34641016151423515,6.09,2.0300000000000002,2.0300000000000002,0.33333333333327864,25.096281,57.69259999999997,,,0.7185167970941759,859.1066666666667,25111.961955555555,761.5,829.0,961.5,98.8180866022875,128.61010230607238,861.1875,827.6,0.039095843744664925,0.04204802361486421,0.026516212120983023,
01,24,37,75,266.74199999999996,194.06799999999993,69.02000000000005,2.747266666666671,0.3296720000000096,0.3296720000000094,0.8064516129032215,0.09677419354838926,0.09677419354838919,0.3464101615142426,0.3464101615142425,6.09,2.0300000000000002,2.0300000000000002,0.33333333333327864,25.096281,57.69259999999996,,,0.718516797094176,1249.6266666666668,54270.42062222223,1099.0,1270.0,1397.0,123.23574920556304,150.89355019852104,1241.25,1151.05,0.07218155822538996,0.11100614802844351,0.1220275667297997,
01,24,40,75,301.658,190.81999999999996,85.26000000000006,2.7472666666666714,0.3296720000000094,0.32967199999999586,0.8064516129032249,0.09677419354838958,0.0967741935483856,0.3464101615142424,0.3464101615142353,6.09,2.0300000000000002,2.0300000000000002,0.33333333333327864,25.096281,57.69259999999997,,,0.7185167970941759,1115.7733333333333,49665.00195555556,928.5,1150.0,1231.5,114.90776087780927,153.31558297913273,1126.8125,1088.45,0.03438198319849903,0.09176342344852766,0.10200962864141534,
01,24,45,75,259.43399999999986,200.56400000000005,79.16999999999994,2.74726666666667,0.32967200000000946,0.32967200000000063,0.8064516129032238,0.0967741935483895,0.09677419354838691,0.34641016151424253,0.3464101615142379,6.09,2.0300000000000002,2.0300000000000002,0.33333333333327864,25.096281,57.69259999999996,,,0.718516797094176,1126.72,25324.894933333333,1007.5,1105.0,1269.5,92.14080691475746,111.20827254969176,1110.0416666666667,1049.6833333333334,0.05356994935150996,0.047865240930540134,0.04798743573288595,
01,24,46,75,317.8979999999998,196.098,113.68000000000002,2.7472666666666705,0.3296720000000094,0.32967200000000935,0.8064516129032216,0.09677419354838922,0.0967741935483892,0.3464101615142425,0.3464101615142425,6.09,2.0300000000000002,2.0300000000000002,0.33333333333327864,25.096281,57.69259999999997,,,0.7185167970941759,1019.5333333333333,18980.915555555555,917.5,1045.0,1120.5,67.85862147064358,85.72732332792333,1004.9375,951.1833333333333,0.052724285620872294,0.10190005974798434,0.11290429083158264,
01,24,49,75,273.2379999999999,211.52600000000004,107.59,2.74726666666667,0.32967200000000024,0.3296719999999909,0.806451612903228,0.09677419354838732,0.09677419354838457,0.3464101615142377,0.3464101615142328,6.09,2.0300000000000002,2.0300000000000002,0.33333333333327864,25.096281,57.69259999999997,,,0.7185167970941759,997.2533333333333,25639.84248888889,851.0,1023.0,1139.5,67.20999671017856,85.52849712465365,996.3958333333334,969.0,0.02747128780383454,0.0871652149516084,0.09690670573696217,
