sequence,frame,label,mask_voxels,center_x,center_y,center_z,eig1,eig2,eig3,eigfrac1,eigfrac2,eigfrac3,axis_ratio21,axis_ratio31,bbox_major,bbox_mid,bbox_minor,bbox_ratio_minor_major,proxy_volume_phys,surface_area_phys,projected_area_px,perimeter_px,sphericity,intensity_mean,intensity_var,intensity_q25,intensity_median,intensity_q75,gradient_mean_inplane,gradient_q75_inplane,boundary_mean_intensity,outside_neighbor_mean_intensity,boundary_contrast_norm,intensity_polarity_norm,intensity_axis_asym_abs,roundness
01,23,1,75,276.48600000000016,196.91000000000003,77.13999999999996,2.747266666666651,0.32967199999999586,0.3296719999999817,0.8064516129032302,0.09677419354838696,0.0967741935483828,0.3464101615142366,0.34641016151422915,6.09,2.0300000000000002,2.0300000000000002,0.33333333333327864,25.096281,57.69259999999997,,,0.7185167970941759,1113.5466666666666,22423.74115555556,1002.0,1125.0,1232.0,95.19801160690955,136.80149021055865,1086.4791666666667,1038.8333333333333,0.04278745988792577,0.0620903992377962,0.06710609382013762,
01,23,2,75,272.426,200.15799999999993,83.23000000000009,2.747266666666671,0.3296720000000096,0.3296719999999817,0.8064516129032281,0.09677419354839004,0.09677419354838185,0.3464101615142426,0.3464101615142279,6.09,2.0300000000000002,2.0300000000000002,0.33333333333327864,25.096281,57.69259999999997,,,0.7185167970941759,1201.0,22517.893333333333,1107.5,1214.0,1318.5,87.90229281240006,119.23711987911818,1178.2916666666667,1120.8166666666666,0.04785595337218992,0.062400844494536575,0.06771278889294889,
01,23,7,75,308.55999999999995,204.2180000000001,117.74000000000007,2.7472666666666523,0.3296720000000004,0.329671999999991,0.806451612903227,0.09677419354838787,0.0967741935483851,0.3464101615142389,0.3464101615142339,6.09,2.0300000000000002,2.0300000000000002,0.33333333333327864,25.096281,57.69259999999997,,,0.7185167970941759,878.28,13820.681600000002,792.5,873.0,954.0,58.60557093313273,79.54392489249243,883.5833333333334,889.2333333333333,-0.006433028191465103,0.06871728286418921,0.07228990086628921,
01,23,10,75,300.44000000000005,186.76000000000005,77.13999999999996,2.7472666666666505,0.32967200000000035,0.3296719999999817,0.8064516129032291,0.09677419354838816,0.0967741935483827,0.346410161514239,0.3464101615142292,6.09,2.0300000000000002,2.0300000000000002,0.33333333333327864,25.096281,57.69259999999996,,,0.718516797094176,1400.2133333333334,49921.74115555555,1271.0,1353.0,1510.5,138.77858877457706,179.86408879931201,1391.8541666666667,1312.8166666666666,0.05644675573245987,0.06312313550051209,0.061717736910586254,
01,23,13,75,281.35799999999983,192.44399999999996,73.0799999999999,2.7472666666666683,0.32967200000000946,0.3296720000000001,0.8064516129032238,0.09677419354838956,0.09677419354838682,0.34641016151424264,0.3464101615142377,6.09,2.0300000000000002,2.0300000000000002,0.33333333333327864,25.096281,57.69259999999996,,,0.718516797094176,1051.1733333333334,47857.476622222224,897.0,1057.0,1160.0,95.53475924626257,119.95997355877586,1067.6458333333333,1063.2166666666667,0.004213545498363628,0.13774056326032477,0.1526464789350363,
01,23,18,75,292.32000000000005,199.752,85.26000000000006,2.747266666666671,0.3296720000000004,0.3296719999999817,0.8064516129032303,0.09677419354838761,0.09677419354838211,0.3464101615142377,0.3464101615142279,6.09,2.0300000000000002,2.0300000000000002,0.33333333333327864,25.096281,57.69259999999996,,,0.718516797094176,1165.08,72322.84693333333,939.0,1161.0,1409.0,146.09661081555177,197.74859062779586,1115.125,1034.85,0.06890084801043708,0.09719012677219553,0.10649467885273005,
01,23,23,75,210.3080000000001,197.722,52.78,2.74726666666667,0.32967200000000046,0.3296720000000004,0.8064516129032258,0.09677419354838711,0.0967741935483871,0.3464101615142378,0.34641016151423776,6.09,2.0300000000000002,2.0300000000000002,0.33333333333327864,25.096281,57.69259999999996,,,0.718516797094176,1122.5866666666666,41483.12248888889,990.0,1140.0,1243.0,118.09767592483836,158.6516363972466,1135.375,1106.3833333333334,0.025825771432643543,0.10283594285506532,0.11221324486199087,
01,23,28,75,321.146,186.76000000000005,85.26000000000006,2.747266666666671,0.3296720000000094,0.3296720000000002,0.8064516129032238,0.09677419354838945,0.09677419354838675,0.3464101615142425,0.3464101615142376,6.09,2.0300000000000002,2.0300000000000002,0.33333333333327864,25.096281,57.69259999999997,,,0.7185167970941759,1139.28,20607.428266666666,1024.5,1102.0,1247.0,106.99818057060355,148.1477253251763,1130.4791666666667,1079.75,0.04452739156894416,0.02264327931253901,0.014319220636688366,
01,23,33,75,263.0880000000001,214.36800000000002,103.53000000000013,2.7472666666666723,0.3296720000000094,0.3296719999999956,0.806451612903225,0.09677419354838956,0.0967741935483855,0.34641016151424237,0.3464101615142351,6.09,2.0300000000000002,2.0300000000000002,0.33333333333327864,25.096281,57.69259999999996,,,0.718516797094176,950.84,23374.7744,858.5,944.0,1093.0,59.640192012814296,79.39598655814488,938.9375,925.95,0.013658975221908986,0.05954665882106836,0.06502158208289695,
01,23,36,75,219.24000000000004,205.0300000000001,66.99000000000002,2.74726666666667,0.3296720000000004,0.32967199999999575,0.8064516129032269,0.09677419354838722,0.09677419354838586,0.34641016151423776,0.3464101615142353,6.09,2.0300000000000002,2.0300000000000002,0.33333333333327864,25.096281,57.69259999999997,,,0.7185167970941759,949.1866666666666,38554.57848888888,811.5,938.0,1093.0,117.0610728167591,156.77158269629797,948.0625,908.15,0.042049157875514456,0.05926008060248614,0.045849008726858466,
