label,radius_norm,radius_rank,log_volume,volume_rank,recent_speed_relcentroid,recent_radial_relcentroid,recent_tangential_relcentroid,recent_speed_abs,accel_mag_relcentroid,accel_radial_relcentroid,accel_tangential_relcentroid,recent_log_volume_change,old_speed_relcentroid,old_radial_relcentroid,old_tangential_relcentroid,old_log_volume_change_rate,future_radial_velocity,future_speed,knn3_mean_distance,knn3_max_distance,knn3_distance_sd,knn3_log_density,knn3_neighbor_logvol_mean,knn3_neighbor_logvol_sd,knn3_focal_minus_neighbor_logvol,knn3_shape_eigfrac1,knn3_shape_eigfrac2,knn3_shape_eigfrac3,knn5_mean_distance,knn5_max_distance,knn5_distance_sd,knn5_log_density,knn5_neighbor_logvol_mean,knn5_neighbor_logvol_sd,knn5_focal_minus_neighbor_logvol,knn5_shape_eigfrac1,knn5_shape_eigfrac2,knn5_shape_eigfrac3,knn10_mean_distance,knn10_max_distance,knn10_distance_sd,knn10_log_density,knn10_neighbor_logvol_mean,knn10_neighbor_logvol_sd,knn10_focal_minus_neighbor_logvol,knn10_shape_eigfrac1,knn10_shape_eigfrac2,knn10_shape_eigfrac3,neighbor_velocity_mean_speed,neighbor_velocity_speed_sd,neighbor_velocity_consensus_mag,focal_minus_neighbor_consensus_speed,focal_neighbor_velocity_alignment,neighbor_radial_velocity_mean,neighbor_radial_velocity_sd,sequence,organism
1,0.7820862149577597,0.15343915343915343,4.330733340286331,0.5052910052910053,0.003332399780238128,-0.0013852677031460346,0.003030828547765715,0.004148053158133207,0.02062366962687169,-0.008078092142647727,0.01897577867211891,0.0,0.004400526040190604,-0.0010829008495771182,0.004265202829922717,0.0,-0.008971329550802773,0.020143580900273336,0.09622977837862523,0.12319089370720547,0.01907647918362575,7.380672724119911,4.330733340286331,0.0,0.0,0.6151411266069221,0.37968251207664616,0.0051763612125255674,0.12092922817920264,0.18596976489586595,0.03803745528426704,6.655951430695691,4.330733340286331,0.0,0.0,0.7939019809774179,0.17619392877145829,0.029904090188898873,0.18526075259079458,0.2854933559258115,0.07342137165512663,6.063194658562094,4.330733340286331,0.0,0.0,0.8698810645792749,0.10895693743815624,0.021161997957387806,0.008435826881504504,0.005209654690969093,0.0030572656917414107,0.005130858393497964,-0.28827679016193436,-0.0026186143220558004,0.005870789962279597,01,Drosophila
2,0.7968736383827365,0.19047619047619047,4.330733340286331,0.5052910052910053,0.003332399780238128,-0.0011352917312604318,0.003133049788985616,0.004148053158133207,0.02104072423825116,-0.010035563087150198,0.01849322984213299,0.0,0.004569746510859185,-0.0008192568994041171,0.004495709210601643,0.0,-0.006601204946972569,0.018355883838024858,0.11632104195857101,0.1426110086675969,0.024526717946393498,6.941516011371153,4.330733340286331,0.0,0.0,0.824045334933877,0.13871460435328178,0.037240060642080526,0.13437018664607042,0.16330901614479965,0.02917164427428006,7.045771117331314,4.330733340286331,0.0,0.0,0.5075655414600674,0.4734114514240514,0.01902300706298908,0.19393114457445573,0.29042297292608843,0.06912699963248051,6.011835766817783,4.330733340286331,0.0,0.0,0.5786232291541773,0.4134872290923437,0.007889541729887248,0.006987135010646782,0.004340656540869568,0.003165454012264238,0.003592319411191578,0.38963754327793776,-0.0029132203867739503,0.005342583920957045,01,Drosophila
7,0.840979139129745,0.2328042328042328,4.330733340286331,0.5052910052910053,0.004835727909414553,-0.0007648648537333482,0.0047748556176511045,0.0,0.005970338447958545,0.0023243712870381667,0.005499294436849566,0.0,0.002142706097657483,-0.0009666322806917057,0.0019122791257719964,0.0,-0.00647325413826894,0.016418467398296988,0.14205079738463855,0.14961769563962213,0.005769826013385818,6.797628090597659,4.330733340286331,0.0,0.0,0.7577886673104913,0.24144009612169867,0.0007712365183337981,0.18306363162990608,0.25091436061906325,0.05058743359893751,5.757368684838736,4.330733340286331,0.0,0.0,0.6007447592903118,0.38080791148749826,0.01844732919446708,0.2389000824252674,0.3391524971794232,0.06953545812683759,5.546501378660994,4.330733340286331,0.0,0.0,0.6272333918085806,0.3358887131112991,0.03687789506396738,0.012488710407224941,0.0060734433308846465,0.007453050946254371,0.011892693383846301,-0.8671242559616683,-0.0005082876154685647,0.004427879900225298,01,Drosophila
10,0.7004919494474537,0.026455026455026454,4.330733340286331,0.5052910052910053,0.006382795328513196,-0.005991615891184772,0.002200139817873397,0.004148053158133207,0.004313766193194864,-0.0010011953281386962,0.004195972674418192,0.0,0.0043177758837304086,-0.0012877123348812305,0.004121284450837947,0.0,-0.0034954321655216026,0.02085058713165759,0.1372876093814356,0.17407002484561154,0.04097904218682435,6.343505145731087,4.330733340286331,0.0,0.0,0.6564700682616592,0.3429811702182784,0.000548761471346562,0.16670428381595834,0.21272679040754777,0.04803145257150159,6.252677744569252,4.330733340286331,0.0,0.0,0.7039573005442837,0.2953640384626085,0.000678660959882302,0.20814988857282546,0.3182127281251959,0.06003274008389229,5.737690583418095,4.330733340286331,0.0,0.0,0.7165743296084385,0.27693004896995094,0.006495621400302417,0.006966594200774464,0.004508432583345394,0.0024257321383366216,0.0044289088162974164,0.8722180281525886,-0.002323638517625134,0.0047532083986396466,01,Drosophila
13,0.7515211801209041,0.10582010582010581,4.330733340286331,0.5052910052910053,0.003332399780238128,-0.0015852429994700184,0.0029311930895050946,0.004148053158133207,0.021807077051289193,-0.0024515993506137404,0.02166883176696275,0.0,0.004003950489777554,-0.0006665249644019347,0.003948083585287793,0.0,-0.007520918768484052,0.020549499816016104,0.13084991345989583,0.15575925800351217,0.03460234279752317,6.676943333342043,4.330733340286331,0.0,0.0,0.5368683725294834,0.45128682731622954,0.011844800099699068,0.1499954015999994,0.19411825147550998,0.03692070893952285,6.527301198078323,4.330733340286331,0.0,0.0,0.6127722787035422,0.37793896351148865,0.00928875774306121,0.20757554484660687,0.3194539594542599,0.06971078945295013,5.726011445201931,4.330733340286331,0.0,0.0,0.7765300183517646,0.21697674489464408,0.006493236732735051,0.008435826881504504,0.005209654690969093,0.0030572656917414107,0.005130858393497964,-0.28827679016193436,-0.002598616792423402,0.005874615190735034,01,Drosophila
18,0.7697645153641449,0.13756613756613756,4.330733340286331,0.5052910052910053,0.003332399780238128,-0.000847677212532216,0.0032227832131070705,0.004148053158133207,0.013069939466261452,0.012544078918964254,0.0036700683544772413,0.0,0.003011394576172493,0.0002693626155014332,0.0029993234361721205,0.0,-0.0072284519003701425,0.019121080334181594,0.12865472542104356,0.17407002484561154,0.0347943259448264,6.343505145731087,4.330733340286331,0.0,0.0,0.8440113635504963,0.14460186903974964,0.011386767353456277,0.1527467494495948,0.19179980608897723,0.04000530516684834,6.563347294911629,4.330733340286331,0.0,0.0,0.6798116232316533,0.2902558744798676,0.029932502248370053,0.19186198074981495,0.2778266792122473,0.05503227745610269,6.144858540323831,4.330733340286331,0.0,0.0,0.6354660167075363,0.3141003869710921,0.05043359629627084,0.008533435248645657,0.0053280289138120515,0.0019978888817948452,0.0046376644179341895,-0.48150418975638304,-0.0021581571212518354,0.005119225919871725,01,Drosophila
23,1.154365758090096,0.7936507936507936,4.330733340286331,0.5052910052910053,0.02003207090787511,0.0005822334898308024,0.020023607792339918,0.024540213428053802,0.0228170783896938,0.0054790326667716145,0.02214947555311144,0.0,0.003011394576172465,0.0005079458614625094,0.002968246670211903,0.0,-0.004611623920265725,0.017881054959715457,0.1768173738952371,0.2107357977467626,0.03949160804026747,5.77006250898022,4.330733340286331,0.0,0.0,0.8706154449258476,0.1257120279115415,0.003672527132145438,0.19876145121500516,0.23251308780040353,0.040722785947926714,5.9858642041279495,4.330733340286331,0.0,0.0,0.8664420975038615,0.1311564409794454,0.002401461492400408,0.26871828220464566,0.4277123566939458,0.08605790940390115,4.850498212388291,4.330733340286331,0.0,0.0,0.7948239189446797,0.20183076800745697,0.0033453130353027767,0.0095126875781739,0.005612941505813603,0.003802194240272746,0.01630454017418716,0.9840536509779397,-0.0006310674345482734,0.00532387020276213,01,Drosophila
28,0.7645072469063837,0.12169312169312169,4.330733340286331,0.5052910052910053,0.005334857082165385,-0.003874654897919661,0.003667117329614277,0.00586623303367653,0.004313766193194864,-0.0022084591251998087,0.003705575132401528,0.0,0.003011394576172437,0.000688192715841418,0.0029317039549148867,0.0,-0.0033675264936567535,0.020638619857499072,0.10010893336986715,0.12430324940412098,0.02203503591696536,7.353705705691038,4.330733340286331,0.0,0.0,0.7093640443787168,0.29046528202578226,0.00017067350032923823,0.1315578960912947,0.19815367595923533,0.04388362359751434,6.465575136669292,4.330733340286331,0.0,0.0,0.7509012023657242,0.24486227480275333,0.0042365227795291656,0.19151981956709296,0.3068998738102883,0.07316788175203665,5.846286278555163,4.330733340286331,0.0,0.0,0.6036091530789901,0.39159877384118935,0.004792073056030094,0.01261533417518925,0.005596355432759605,0.007523329473077952,0.010510220498035416,-0.31646925032457973,-0.000909853298049796,0.0050172423127035695,01,Drosophila
33,0.9048820553715768,0.37037037037037035,4.330733340286331,0.5052910052910053,0.003332399780238128,-0.00024112822266226088,0.0033236644649493217,0.004148053158133207,0.004168019552861712,0.004089346122731057,0.0008059995543063423,0.0,0.0037308793792241845,-0.00023330953683826914,0.00372357725881182,0.0,-0.005680260161726185,0.01646962263948336,0.1264306612478182,0.18536739457193827,0.04263941282309126,6.154858808384269,4.330733340286331,0.0,0.0,0.9489963619608356,0.049072469815146715,0.001931168167846985,0.17942922097111685,0.2801087881739957,0.07405139396802037,5.427169578622704,4.330733340286331,0.0,0.0,0.6933712796553892,0.2922669793598545,0.014361740958216077,0.23499972865062774,0.3114632773301105,0.07672615642800758,5.802006605446513,4.330733340286331,0.0,0.0,0.5916959044746454,0.3490467794806044,0.05925731602838674,0.007748233423504514,0.004396685348388113,0.0019570663443011223,0.0029623024746598696,0.472249190251347,-2.8934682781031618e-05,0.004134598874324725,01,Drosophila
36,1.0853389573093153,0.7142857142857143,4.330733340286331,0.5052910052910053,0.006382795328513196,-0.0021801410895315215,0.005998921656050043,0.004148053158133207,0.004313766193194575,0.0026731876357128283,0.00338565305869052,0.0,0.006315944570041629,-0.00428899887754472,0.004636339551872626,0.0,-0.002408007165797702,0.016529874731613967,0.11423045015868179,0.15860541098570705,0.041405896546991276,6.622619847949767,4.330733340286331,0.0,0.0,0.7923874234882459,0.19281173020877715,0.014800846235240236,0.1445940654719594,0.1982838831856126,0.04937737467658513,6.463604477310121,4.330733340286331,0.0,0.0,0.5772097318384596,0.412901375619609,0.009888892499096863,0.2206504428095731,0.3284566686290886,0.08602851209474244,5.642636162522022,4.330733340286331,0.0,0.0,0.7065679197002517,0.28907736551035274,0.004354714771566338,0.010788725813769554,0.006377202969276482,0.005745221921439657,0.010888145713049264,-0.6108994084849482,0.00043116386073325586,0.005147026381741131,01,Drosophila
