label,radius_norm,radius_rank,log_volume,volume_rank,recent_speed_relcentroid,recent_radial_relcentroid,recent_tangential_relcentroid,recent_speed_abs,accel_mag_relcentroid,accel_radial_relcentroid,accel_tangential_relcentroid,recent_log_volume_change,old_speed_relcentroid,old_radial_relcentroid,old_tangential_relcentroid,old_log_volume_change_rate,future_radial_velocity,future_speed,knn3_mean_distance,knn3_max_distance,knn3_distance_sd,knn3_log_density,knn3_neighbor_logvol_mean,knn3_neighbor_logvol_sd,knn3_focal_minus_neighbor_logvol,knn3_shape_eigfrac1,knn3_shape_eigfrac2,knn5_mean_distance,knn5_max_distance,knn5_distance_sd,knn5_log_density,knn5_neighbor_logvol_mean,knn5_neighbor_logvol_sd,knn5_focal_minus_neighbor_logvol,knn5_shape_eigfrac1,knn5_shape_eigfrac2,knn10_mean_distance,knn10_max_distance,knn10_distance_sd,knn10_log_density,knn10_neighbor_logvol_mean,knn10_neighbor_logvol_sd,knn10_focal_minus_neighbor_logvol,knn10_shape_eigfrac1,knn10_shape_eigfrac2,neighbor_velocity_mean_speed,neighbor_velocity_speed_sd,neighbor_velocity_consensus_mag,focal_minus_neighbor_consensus_speed,focal_neighbor_velocity_alignment,neighbor_radial_velocity_mean,neighbor_radial_velocity_sd,sequence,organism
1,0.8017983844332699,0.46923076923076923,2.302585092994046,0.5038461538461538,0.004473691156974297,-0.0044624197274960465,0.0003173684666820892,0.003420271223211058,0.0031105030628786664,-0.00110669005530816,0.002906968597295056,0.0,0.0026854642906445716,-0.0010180236230863248,0.002485024418223158,0.0,0.0014381720360114594,0.002039455721756342,0.097849135261316,0.12790625455229096,0.024397334913246856,5.21152762800456,2.302585092994046,0.0,0.0,0.7737398427796393,0.22626015712202918,0.11574106979905507,0.1482402525259309,0.029157160243049447,5.427279899414027,2.302585092994046,0.0,0.0,0.6087903945546159,0.39120960537518956,0.16389518555230112,0.25348109773213606,0.05791697959817981,5.047517140759073,2.302585092994046,0.0,0.0,0.7064273589433675,0.29357264102353753,0.003009321775356593,0.0018611018932398731,0.0009984670214561997,0.004413342834535091,0.1716265144461757,-0.0002747714391038715,0.0028161868419547312,01,Tribolium
3,0.7636163591105136,0.43846153846153846,2.302585092994046,0.5038461538461538,0.0010021216505299237,0.0009669675682199323,0.0002630998374603245,0.002418496975429747,0.0003352161417463465,-4.03503536836e-05,0.00033277877132550845,0.0,0.0037947722331527693,0.0015507938662752726,0.003463428169578553,0.0,6.812483856221808e-05,0.0020202453496384653,0.0815514249146911,0.09567593597950759,0.011249635413892343,5.792189218184148,2.302585092994046,0.0,0.0,0.6588972657138438,0.34110273413860237,0.0924565479846214,0.1167159724603246,0.01671197591899756,5.9054616750757525,2.302585092994046,0.0,0.0,0.6981859638500075,0.30181403603671014,0.1360440784070495,0.2307859530153488,0.05129089538743759,5.235114309679844,2.302585092994046,0.0,0.0,0.8258543598107125,0.174145640141981,0.0032738032486771354,0.001742334770067317,0.001392221379416927,0.0023941898562477404,-0.9997371379227104,-0.0013238506614532812,0.002735589057112138,01,Tribolium
6,0.7988753889707356,0.45384615384615384,2.302585092994046,0.5038461538461538,0.0010021216505299237,0.0009971062657008478,0.00010013439649255766,0.002418496975429747,0.0025712643875641502,0.0017572393484647443,0.001877101601662213,0.0,0.0013786626045626418,0.00041058063798101287,0.0013161056632864064,0.0,0.002419736188445552,0.002668883218730359,0.07670817781770768,0.08006649656191078,0.002806542106870701,6.148407853603692,2.302585092994046,0.0,0.0,0.7099224120136164,0.2900775878166625,0.09762364055401893,0.13389389887444123,0.025894079913055337,5.630853096607409,2.302585092994046,0.0,0.0,0.7583191266902505,0.24168087321171863,0.14408842577570796,0.23257844317835197,0.054035993127096046,5.219640534662702,2.302585092994046,0.0,0.0,0.8704915069012418,0.12950849305653092,0.0036030575589248693,0.002051306136576041,0.0004768758123536382,0.0007647958956586283,0.67667126443302,0.0003966737715754624,0.0035770111884679467,01,Tribolium
7,0.8643574047982242,0.5,2.302585092994046,0.5038461538461538,0.005598803205333754,0.0046340830935929726,0.0031419534073138804,0.005407923640438553,0.003312859103854037,0.0032711965172750415,0.0005237449640389986,0.0,0.0029192332971593083,-0.0012455781962096896,0.0026401624950693134,0.0,0.0013762149509412313,0.0023085071290852126,0.08627724810785968,0.1132827700872346,0.019202115775758824,5.454348680354545,2.302585092994046,0.0,0.0,0.7008435860119002,0.2991564138600995,0.1079488160798621,0.14153890666194122,0.030433320010775936,5.519799194287259,2.302585092994046,0.0,0.0,0.5416188906934036,0.4583811092270997,0.14592299192731512,0.21179461683203565,0.046093737967609794,5.406861617806194,2.302585092994046,0.0,0.0,0.7861054890238814,0.21389451093341666,0.0036344110011721684,0.0018796578092887433,0.00026840843503393675,0.0056460380382961865,-0.15275335876553447,-8.23705514892838e-05,0.003238689631565287,01,Tribolium
8,0.31651602028477965,0.11538461538461539,2.302585092994046,0.5038461538461538,0.001838601614856239,0.0012691225761774282,0.0013303322084309386,0.003420271223211058,0.0021156570499304074,-0.0006418859874408473,0.0020159333153771043,0.0,0.001225956728048987,-0.000703119607784901,0.0010042871681929352,0.0,0.0019197491901196526,0.001961485704237819,0.06948860950117794,0.07215070049517833,0.0025713775025749753,6.356608858349362,2.302585092994046,0.0,0.0,0.5907482049982032,0.40925179479498325,0.07594877841393939,0.09880381570593197,0.011657292877109144,6.238676021269231,2.302585092994046,0.0,0.0,0.6504564764409828,0.3495435233896436,0.10185806661473933,0.13979247254041985,0.02795639977189336,6.237777683185418,2.302585092994046,0.0,0.0,0.7444191876766001,0.25558081223376705,0.0028833900374809944,0.001086592842493812,0.0012170937819167224,0.0008720014854466525,0.9164083331249949,0.0003990459441950483,0.002238872556422238,01,Tribolium
9,0.3440961401614176,0.13076923076923078,2.302585092994046,0.5038461538461538,0.001838601614856239,0.001504182719970896,0.001057303288131143,0.003420271223211058,0.0003352161417463465,0.0002784863117831314,0.0001865884129219582,0.0,0.001206721541237772,-0.00047773543640015453,0.001108127127587272,0.0,0.0026458599960912867,0.002668883218730359,0.06971831632749916,0.07178496662507729,0.001969984575452923,6.3667726951374055,2.302585092994046,0.0,0.0,0.517034068029986,0.4829659317644439,0.08277561711076593,0.1308896283112491,0.024157985070838765,5.676239598147398,2.302585092994046,0.0,0.0,0.7663325666677189,0.2336674331977894,0.11631670343166742,0.18749201848926433,0.04008487193751417,5.650623098035647,2.302585092994046,0.0,0.0,0.7316110190363669,0.26838898089756696,0.0027808688962288734,0.0010059676034827759,0.0017358161105112753,0.0003420271223211057,0.9833278161803702,0.001251573816066023,0.0013910133489295137,01,Tribolium
10,0.4337524781515475,0.2230769230769231,2.302585092994046,0.5038461538461538,0.0018632897029761677,-0.0018482225176853532,0.00023647841833416688,0.0,0.005073176464084032,-0.0034033058130989546,0.003762263810296006,0.0,0.0014510100082098494,-0.00042084044775155037,0.001388640832419032,0.0,0.001993800747765685,0.001994343696986738,0.07714596963989817,0.0818367345700355,0.003822242913002814,6.10467040512999,2.302585092994046,0.0,0.0,0.7109830849605492,0.2890169148718374,0.08805760704937762,0.12334334574691713,0.018180265051051147,5.795004679519119,2.302585092994046,0.0,0.0,0.6834995951831939,0.31650040469311497,0.12529030347091696,0.18741401057305676,0.04156995143315249,5.651455391050792,2.302585092994046,0.0,0.0,0.6404216849972235,0.3595783149453901,0.0023657076245390874,0.0010451297256820335,0.0005597495889494552,0.0018889065218531407,0.1041252843334976,7.425043535729241e-06,0.002326802341046448,01,Tribolium
11,0.3572490137663562,0.15384615384615385,2.302585092994046,0.5038461538461538,0.001838601614856239,0.0010145430308006573,0.001533348732939049,0.003420271223211058,0.0027289174063683287,0.0006585550013689023,0.002648262736390038,0.0,0.00128421107671307,-0.0011836684000572334,0.0004981236877106852,0.0,0.002655734400807917,0.0026591249293156497,0.07193853828695711,0.07590382537040141,0.00332764165945216,6.255188679921986,2.302585092994046,0.0,0.0,0.6784162363500398,0.32158376345714174,0.0750164064877136,0.0818367345700355,0.004774519739975699,6.615496028895847,2.302585092994046,0.0,0.0,0.5913400210011583,0.4086599788218584,0.10395192215311325,0.14356993325015455,0.029426723343043505,6.184451138488762,2.302585092994046,0.0,0.0,0.724613094853222,0.27538690506110236,0.002466046941995069,0.001156988392640002,0.0010502151356036851,0.001744002970893305,0.3733598381293259,-0.000316201851146293,0.002308529143954639,01,Tribolium
13,0.42654474224002087,0.2153846153846154,2.302585092994046,0.5038461538461538,0.005791374637304738,0.004946454191368668,0.003012077542545663,0.007647958956586283,0.0003352161417463465,5.455237678393614e-05,0.000330747486573262,0.0,0.0007684438758315367,4.283935034770645e-06,0.0007684319346588949,0.0,0.001914878085816118,0.0019415040045440272,0.07775954681071745,0.08265458886444353,0.0041289844627924056,6.0847821577330965,2.302585092994046,0.0,0.0,0.6126802067841363,0.387319793050945,0.09189303200775926,0.1356300348942376,0.02265004869615725,5.6050867758446,2.302585092994046,0.0,0.0,0.655124566595986,0.34487543329237386,0.122479149564799,0.18059550274031738,0.03614983595619208,5.725576173122326,2.302585092994046,0.0,0.0,0.573791782787094,0.4262082171515864,0.002372141531866329,0.0012323864476805392,0.0003562003080240016,0.006118367165269026,-0.9131652588269619,-0.00026980179130625366,0.0023454384373834823,01,Tribolium
16,0.6078954496320105,0.3384615384615385,2.302585092994046,0.5038461538461538,0.0035512125286613645,0.0026560083692594924,0.002357271720897906,0.005407923640438553,0.0027289174063683287,-0.0004812439551473828,0.002686148630737724,0.0,0.001189635652099404,0.0010728257948030495,0.0005140795646115294,0.0,0.0031300139127339293,0.0031305811407975493,0.08222894128964826,0.09444532609265702,0.014443393936708966,5.8180806321140235,2.302585092994046,0.0,0.0,0.8450251002958866,0.1549748995606456,0.09630117739594751,0.13037470945008162,0.022123450357710003,5.684123100844441,2.302585092994046,0.0,0.0,0.5941805858324343,0.4058194140651421,0.12956455305057837,0.18170945329238988,0.03885463552055585,5.713277648979298,2.302585092994046,0.0,0.0,0.5938307535126205,0.40616924643272473,0.002876281451044939,0.0015315862177749898,0.0010130064318830503,0.002604800959649103,0.9523964888749302,0.00030954327935971056,0.0025576538748012067,01,Tribolium
