sequence,frame,label,x_um,y_um,z_um,voxel_count
02,24,1,359.716,124.64200000000001,71.05,75
02,24,2,348.348,131.95000000000002,75.11,75
02,24,7,456.34400000000005,115.71000000000001,146.16,75
02,24,10,413.71400000000006,110.432,103.52999999999999,75
02,24,13,365.40000000000003,128.702,93.38,75
02,24,18,389.76000000000005,120.58200000000001,91.35,75
02,24,23,204.21800000000002,151.032,34.51,75
02,24,28,470.55400000000003,98.658,152.24999999999997,75
02,24,33,330.07800000000003,151.84400000000002,73.08,75
02,24,36,227.76600000000002,154.28,40.599999999999994,75
02,24,37,336.574,129.92000000000002,69.02,75
02,24,40,423.458,113.68,111.64999999999999,75
02,24,45,326.01800000000003,141.69400000000002,54.809999999999995,75
02,24,46,476.644,97.44000000000001,174.57999999999998,75
02,24,49,354.84400000000005,142.506,75.11,75
02,24,52,375.956,126.266,85.25999999999999,75
02,24,57,237.104,152.25,38.56999999999999,75
02,24,58,379.204,147.78400000000002,99.46999999999998,75
02,24,63,400.31600000000003,135.198,93.38,75
02,24,68,408.43600000000004,139.66400000000002,115.71,75
02,24,71,248.06600000000003,149.002,46.69,75
02,24,76,447.81800000000004,114.89800000000001,129.92,75
02,24,77,407.218,128.702,107.58999999999999,75
02,24,82,370.678,148.596,91.35,75
02,24,87,432.79600000000005,134.386,129.92,75
02,24,90,238.322,182.294,54.809999999999995,75
02,24,95,462.434,105.15400000000001,138.04,75
02,24,100,438.886,112.86800000000001,117.74,75
02,24,105,476.644,88.914,190.82,75
02,24,110,474.208,100.688,180.67,75
02,24,111,465.276,93.786,209.08999999999997,75
02,24,114,178.64000000000001,151.032,34.51,75
02,24,117,451.47200000000004,104.748,221.26999999999998,75
02,24,120,472.17800000000005,105.56,194.88,75
02,24,123,289.884,144.13000000000002,48.72,75
02,24,128,257.404,152.656,44.66,75
02,24,133,300.846,143.318,54.809999999999995,75
02,24,138,269.99,151.43800000000002,48.72,75
02,24,141,343.07000000000005,125.048,221.26999999999998,75
02,24,142,167.27200000000002,152.25,40.599999999999994,75
02,24,147,308.966,139.258,62.92999999999999,75
02,24,152,393.00800000000004,121.394,219.23999999999998,75
02,24,157,189.19600000000003,156.31,34.51,75
02,24,158,300.44,165.24200000000002,66.99,75
02,24,161,399.91,108.402,229.39,75
02,24,166,315.05600000000004,153.46800000000002,56.839999999999996,75
02,24,171,336.98,131.544,215.17999999999998,75
02,24,172,356.062,148.19,209.08999999999997,75
02,24,175,156.31,149.002,34.51,75
02,24,180,366.61800000000005,144.536,211.11999999999998,75
02,24,185,320.74,134.386,213.14999999999998,75
02,24,188,283.79400000000004,139.66400000000002,215.17999999999998,75
02,24,189,204.21800000000002,172.55,40.599999999999994,75
02,24,194,308.56,165.24200000000002,73.08,75
02,24,201,308.154,134.386,213.14999999999998,75
02,24,206,274.05,154.686,207.05999999999997,75
02,24,211,182.294,164.836,71.05,75
02,24,218,418.18,130.732,217.20999999999998,75
02,24,221,285.418,159.15200000000002,209.08999999999997,75
02,24,224,273.238,141.288,205.02999999999997,75
02,24,227,320.334,171.738,81.19999999999999,75
02,24,232,465.276,136.822,156.30999999999997,75
02,24,235,442.946,133.98000000000002,146.16,75
02,24,240,303.28200000000004,156.31,202.99999999999997,75
02,24,243,390.978,147.78400000000002,109.61999999999999,75
02,24,248,349.97200000000004,161.18200000000002,83.22999999999999,75
02,24,253,358.49800000000005,156.31,93.38,75
02,24,258,188.79000000000002,188.38400000000001,46.69,75
02,24,261,415.338,142.506,129.92,75
02,24,266,460.40400000000005,126.266,156.30999999999997,75
02,24,271,343.07000000000005,166.054,83.22999999999999,75
02,24,274,410.466,131.544,219.23999999999998,75
02,24,275,282.576,158.746,188.79,75
02,24,278,247.66000000000003,182.70000000000002,64.96,75
02,24,283,224.51800000000003,183.918,54.809999999999995,75
02,24,288,396.66200000000003,149.40800000000002,117.74,75
02,24,293,214.774,184.73000000000002,52.779999999999994,75
02,24,294,450.254,125.048,217.20999999999998,75
02,24,297,469.336,115.304,184.73,75
02,24,300,386.10600000000005,140.476,213.14999999999998,75
02,24,303,465.276,126.67200000000001,172.54999999999998,75
02,24,306,256.998,181.07600000000002,58.87,75
02,24,309,272.02000000000004,176.204,60.89999999999999,75
02,24,316,294.75600000000003,179.858,66.99,75
02,24,321,292.32,162.806,192.85,75
02,24,322,330.07800000000003,159.55800000000002,207.05999999999997,75
02,24,327,341.85200000000003,155.904,202.99999999999997,75
02,24,330,397.47400000000005,138.852,211.11999999999998,75
02,24,333,158.34,128.702,42.629999999999995,75
02,24,338,396.25600000000003,100.688,87.28999999999999,75
02,24,339,416.96200000000005,90.944,107.58999999999999,75
02,24,344,436.45000000000005,81.60600000000001,123.82999999999998,75
02,24,345,427.51800000000003,88.50800000000001,113.67999999999999,75
02,24,350,402.752,95.816,107.58999999999999,75
02,24,355,439.29200000000003,68.208,136.01,75
02,24,360,431.57800000000003,60.088,174.57999999999998,75
02,24,365,369.05400000000003,97.846,91.35,75
02,24,370,176.61,128.702,34.51,75
02,24,375,247.25400000000002,92.974,50.74999999999999,75
02,24,380,200.15800000000002,127.48400000000001,28.419999999999998,75
02,24,385,213.556,127.078,32.48,75
02,24,390,341.04,104.34200000000001,71.05,75
02,24,395,188.38400000000001,126.67200000000001,42.629999999999995,75
02,24,396,384.88800000000003,100.28200000000001,91.35,75
02,24,401,224.51800000000003,124.236,38.56999999999999,75
02,24,406,209.496,94.19200000000001,44.66,75
02,24,411,296.38,121.394,44.66,75
02,24,416,237.104,128.702,38.56999999999999,75
02,24,417,244.818,127.48400000000001,36.54,75
02,24,422,236.29200000000003,87.69600000000001,50.74999999999999,75
02,24,425,174.58,96.22200000000001,50.74999999999999,75
02,24,430,363.776,95.41000000000001,219.23999999999998,75
02,24,435,338.19800000000004,96.22200000000001,213.14999999999998,75
02,24,440,317.898,119.364,48.72,75
02,24,441,358.09200000000004,110.432,71.05,75
02,24,442,366.21200000000005,101.09400000000001,75.11,75
02,24,445,226.954,106.778,38.56999999999999,75
02,24,450,314.244,99.06400000000001,221.26999999999998,75
02,24,455,370.678,69.02000000000001,105.55999999999999,75
02,24,460,307.74800000000005,113.68,54.809999999999995,75
02,24,465,418.586,63.336000000000006,136.01,75
02,24,470,451.87800000000004,82.418,136.01,75
02,24,475,447.41200000000003,58.05800000000001,184.73,75
02,24,480,334.13800000000003,110.83800000000001,64.96,75
02,24,485,383.67,81.2,95.41,75
02,24,490,359.716,96.22200000000001,83.22999999999999,75
02,24,495,445.382,72.674,211.11999999999998,75
02,24,498,374.738,64.554,113.67999999999999,75
02,24,503,254.96800000000002,121.394,44.66,75
02,24,508,399.098,80.388,105.55999999999999,75
02,24,511,418.18,47.096000000000004,146.16,75
02,24,516,455.93800000000005,70.644,162.39999999999998,75
02,24,521,466.088,71.86200000000001,174.57999999999998,75
02,24,522,422.24,58.05800000000001,196.90999999999997,75
