sequence,frame,label,x_um,y_um,z_um,voxel_count
01,24,1,277.298,196.91000000000003,75.11,75
01,24,2,273.238,200.56400000000002,81.19999999999999,75
01,24,7,308.966,203.812,117.74,75
01,24,10,300.846,186.354,77.13999999999999,75
01,24,13,281.764,191.632,71.05,75
01,24,18,292.32,198.53400000000002,85.25999999999999,75
01,24,23,210.71400000000003,197.316,52.779999999999994,75
01,24,28,321.958,186.354,85.25999999999999,75
01,24,33,263.494,213.96200000000002,103.52999999999999,75
01,24,36,219.64600000000002,204.62400000000002,66.99,75
01,24,37,266.742,194.068,69.02,75
01,24,40,301.658,190.82000000000002,85.25999999999999,75
01,24,45,259.434,200.56400000000002,79.16999999999999,75
01,24,46,317.898,196.098,113.67999999999999,75
01,24,49,273.238,211.526,107.58999999999999,75
01,24,52,283.79400000000004,197.316,85.25999999999999,75
01,24,57,223.70600000000002,200.97000000000003,66.99,75
01,24,58,277.298,211.93200000000002,138.04,75
01,24,63,286.23,200.56400000000002,113.67999999999999,75
01,24,68,286.636,208.27800000000002,140.07,75
01,24,71,229.79600000000002,200.97000000000003,62.92999999999999,75
01,24,76,310.59000000000003,190.41400000000002,87.28999999999999,75
01,24,77,296.38,208.68400000000003,115.71,75
01,24,82,274.05,211.93200000000002,131.95,75
01,24,87,293.538,205.842,148.19,75
01,24,90,221.67600000000002,218.42800000000003,131.95,75
01,24,95,317.086,189.19600000000003,89.32,75
01,24,100,308.154,194.47400000000002,95.41,75
01,24,105,328.048,184.73000000000002,95.41,75
01,24,110,325.612,194.068,105.55999999999999,75
01,24,111,336.168,183.918,93.38,75
01,24,114,199.346,198.12800000000001,52.779999999999994,75
01,24,117,334.54400000000004,192.038,111.64999999999999,75
01,24,120,320.334,204.21800000000002,127.88999999999999,75
01,24,123,246.848,194.47400000000002,60.89999999999999,75
01,24,128,233.044,207.872,75.11,75
01,24,133,251.31400000000002,196.098,64.96,75
01,24,138,241.57000000000002,203.812,79.16999999999999,75
01,24,141,377.17400000000004,175.39200000000002,115.71,75
01,24,142,189.19600000000003,196.50400000000002,44.66,75
01,24,147,253.75000000000003,200.56400000000002,77.13999999999999,75
01,24,152,365.80600000000004,181.888,119.76999999999998,75
01,24,157,203.812,210.30800000000002,73.08,75
01,24,158,247.66000000000003,215.586,125.85999999999999,75
01,24,161,357.68600000000004,178.234,103.52999999999999,75
01,24,166,255.78000000000003,214.36800000000002,101.49999999999999,75
01,24,171,381.23400000000004,179.858,127.88999999999999,75
01,24,172,349.97200000000004,187.16600000000003,172.54999999999998,75
01,24,175,184.324,199.346,50.74999999999999,75
01,24,180,347.942,190.41400000000002,166.45999999999998,75
01,24,185,385.29400000000004,176.61,129.92,75
01,24,188,399.91,172.144,138.04,75
01,24,189,209.496,220.05200000000002,99.46999999999998,75
01,24,194,253.34400000000002,214.774,123.82999999999998,75
01,24,201,390.978,175.39200000000002,127.88999999999999,75
01,24,206,397.88000000000005,176.61,156.30999999999997,75
01,24,211,186.354,220.45800000000003,121.79999999999998,75
01,24,218,335.762,196.098,146.16,75
01,24,221,388.94800000000004,181.07600000000002,162.39999999999998,75
01,24,224,405.59400000000005,170.114,138.04,75
01,24,227,249.69000000000003,205.436,150.22,75
01,24,232,293.944,198.94000000000003,170.51999999999998,75
01,24,235,292.32,202.18800000000002,158.33999999999997,75
01,24,240,372.302,181.482,172.54999999999998,75
01,24,243,275.67400000000004,204.21800000000002,154.27999999999997,75
01,24,248,267.148,213.96200000000002,133.98,75
01,24,253,269.584,209.496,138.04,75
01,24,258,200.56400000000002,220.864,123.82999999999998,75
01,24,261,285.824,204.21800000000002,150.22,75
01,24,266,297.598,201.376,158.33999999999997,75
01,24,271,261.464,209.90200000000002,146.16,75
01,24,274,334.54400000000004,198.53400000000002,154.27999999999997,75
01,24,275,380.422,177.42200000000003,184.73,75
01,24,278,224.51800000000003,209.496,142.1,75
01,24,283,216.39800000000002,215.99200000000002,136.01,75
01,24,288,275.67400000000004,200.56400000000002,168.48999999999998,75
01,24,293,210.71400000000003,216.39800000000002,136.01,75
01,24,294,321.552,198.53400000000002,152.24999999999997,75
01,24,297,311.808,200.56400000000002,144.13,75
01,24,300,340.228,192.85000000000002,162.39999999999998,75
01,24,303,302.47,200.15800000000002,160.36999999999998,75
01,24,306,230.608,216.39800000000002,123.82999999999998,75
01,24,309,237.104,215.99200000000002,125.85999999999999,75
01,24,316,237.91600000000003,207.06,150.22,75
01,24,321,369.05400000000003,178.64000000000001,186.76,75
01,24,322,360.122,183.918,182.7,75
01,24,327,360.934,187.572,170.51999999999998,75
01,24,330,336.98,196.098,160.36999999999998,75
01,24,333,176.61,97.034,34.51,75
