sequence,frame,label,x_um,y_um,z_um,voxel_count
02,15,1,354.43800000000005,129.108,64.96,75
02,15,2,342.25800000000004,136.822,71.05,75
02,15,7,449.442,120.58200000000001,138.04,75
02,15,10,409.65400000000005,114.89800000000001,97.44,75
02,15,13,358.49800000000005,129.514,85.25999999999999,75
02,15,18,382.04600000000005,123.83000000000001,91.35,75
02,15,23,197.316,152.656,30.449999999999996,75
02,15,28,463.24600000000004,101.906,142.1,75
02,15,33,323.17600000000004,155.49800000000002,71.05,75
02,15,36,220.864,157.52800000000002,38.56999999999999,75
02,15,37,330.89000000000004,135.604,64.96,75
02,15,40,418.586,115.304,103.52999999999999,75
02,15,45,318.71000000000004,147.78400000000002,52.779999999999994,75
02,15,46,473.396,100.688,166.45999999999998,75
02,15,49,348.348,148.596,69.02,75
02,15,52,371.084,128.29600000000002,79.16999999999999,75
02,15,57,231.014,158.34,32.48,75
02,15,58,373.52000000000004,148.596,95.41,75
02,15,63,393.41400000000004,140.07000000000002,91.35,75
02,15,68,404.37600000000003,144.536,113.67999999999999,75
02,15,71,241.16400000000002,150.626,42.629999999999995,75
02,15,76,439.69800000000004,118.14600000000002,123.82999999999998,75
02,15,77,403.158,134.386,107.58999999999999,75
02,15,82,366.61800000000005,152.656,87.28999999999999,75
02,15,87,428.33000000000004,142.10000000000002,127.88999999999999,75
02,15,90,231.82600000000002,181.07600000000002,54.809999999999995,75
02,15,95,455.53200000000004,107.99600000000001,129.92,75
02,15,100,431.172,116.11600000000001,111.64999999999999,75
02,15,105,479.08000000000004,89.32000000000001,180.67,75
02,15,110,472.99,100.688,172.54999999999998,75
02,15,111,470.148,87.69600000000001,198.93999999999997,75
02,15,114,169.708,153.062,32.48,75
02,15,117,462.028,102.718,215.17999999999998,75
02,15,120,473.396,102.718,184.73,75
02,15,123,285.012,148.19,44.66,75
02,15,128,250.502,155.49800000000002,42.629999999999995,75
02,15,133,293.538,144.942,50.74999999999999,75
02,15,138,264.71200000000005,155.49800000000002,46.69,75
02,15,141,350.37800000000004,120.58200000000001,225.32999999999998,75
02,15,142,159.964,151.84400000000002,40.599999999999994,75
02,15,147,303.28200000000004,141.69400000000002,62.92999999999999,75
02,15,152,400.72200000000004,115.304,221.26999999999998,75
02,15,157,182.294,161.994,32.48,75
02,15,158,292.726,168.89600000000002,66.99,75
02,15,161,410.872,104.34200000000001,229.39,75
02,15,166,308.154,157.122,58.87,75
02,15,171,345.1,130.32600000000002,219.23999999999998,75
02,15,172,364.588,146.972,209.08999999999997,75
02,15,175,149.40800000000002,150.626,40.599999999999994,75
02,15,180,376.76800000000003,144.13000000000002,211.11999999999998,75
02,15,185,330.89000000000004,129.92000000000002,215.17999999999998,75
02,15,188,294.75600000000003,136.822,217.20999999999998,75
02,15,189,197.722,175.798,42.629999999999995,75
02,15,194,301.658,166.054,71.05,75
02,15,201,318.71000000000004,131.95000000000002,215.17999999999998,75
02,15,206,285.418,153.87400000000002,211.11999999999998,75
02,15,211,181.482,161.58800000000002,77.13999999999999,75
02,15,218,428.33000000000004,126.67200000000001,219.23999999999998,75
02,15,221,297.598,155.49800000000002,209.08999999999997,75
02,15,224,282.17,140.882,211.11999999999998,75
02,15,227,313.432,173.768,81.19999999999999,75
02,15,232,459.18600000000004,140.07000000000002,150.22,75
02,15,235,438.886,137.63400000000001,142.1,75
02,15,240,313.432,155.49800000000002,205.02999999999997,75
02,15,243,385.29400000000004,154.686,105.55999999999999,75
02,15,248,340.634,165.64800000000002,85.25999999999999,75
02,15,253,353.62600000000003,157.934,87.28999999999999,75
02,15,258,186.76000000000002,187.16600000000003,50.74999999999999,75
02,15,261,410.06,148.19,125.85999999999999,75
02,15,266,455.53200000000004,129.108,150.22,75
02,15,271,333.732,167.27200000000002,81.19999999999999,75
02,15,274,419.80400000000003,125.86000000000001,221.26999999999998,75
02,15,275,295.16200000000003,159.55800000000002,192.85,75
02,15,278,239.94600000000003,187.978,62.92999999999999,75
02,15,283,219.64600000000002,186.76000000000002,54.809999999999995,75
02,15,288,391.384,156.31,111.64999999999999,75
02,15,293,207.872,188.38400000000001,54.809999999999995,75
02,15,294,457.562,121.80000000000001,211.11999999999998,75
02,15,297,466.494,114.89800000000001,174.57999999999998,75
